relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
indication,indication,17304,DB00226,drug,Guanadrel,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15789,DB04831,drug,Tienilic acid,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15789,DB04831,drug,Tienilic acid,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,20307,DB13435,drug,Endralazine,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,20307,DB13435,drug,Endralazine,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15295,DB00384,drug,Triamterene,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15295,DB00384,drug,Triamterene,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14547,DB01359,drug,Penbutolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14547,DB01359,drug,Penbutolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15855,DB00350,drug,Minoxidil,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15855,DB00350,drug,Minoxidil,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15153,DB01193,drug,Acebutolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15153,DB01193,drug,Acebutolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14202,DB00598,drug,Labetalol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14202,DB00598,drug,Labetalol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,20310,DB09206,drug,Trimazosin,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,20310,DB09206,drug,Trimazosin,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14331,DB01324,drug,Polythiazide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14331,DB01324,drug,Polythiazide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14792,DB01229,drug,Paclitaxel,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14792,DB01229,drug,Paclitaxel,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14162,DB00335,drug,Atenolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14162,DB00335,drug,Atenolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15480,DB01018,drug,Guanfacine,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15480,DB01018,drug,Guanfacine,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15095,DB00373,drug,Timolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15095,DB00373,drug,Timolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14240,DB00808,drug,Indapamide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14240,DB00808,drug,Indapamide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14691,DB00594,drug,Amiloride,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14691,DB00594,drug,Amiloride,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,16215,DB09279,drug,Fimasartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,16215,DB09279,drug,Fimasartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14301,DB01115,drug,Nifedipine,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14301,DB01115,drug,Nifedipine,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14539,DB00457,drug,Prazosin,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14539,DB00457,drug,Prazosin,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,20316,DB13989,drug,Epitizide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,20316,DB13989,drug,Epitizide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,17148,DB00524,drug,Metolazone,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,17148,DB00524,drug,Metolazone,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15609,DB09026,drug,Aliskiren,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15609,DB09026,drug,Aliskiren,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14869,DB04920,drug,Clevidipine,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14869,DB04920,drug,Clevidipine,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15505,DB01349,drug,Tasosartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15505,DB01349,drug,Tasosartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15221,DB08808,drug,Bupranolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15221,DB08808,drug,Bupranolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14605,DB00796,drug,Candesartan cilexetil,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14605,DB00796,drug,Candesartan cilexetil,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15836,DB00966,drug,Telmisartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15836,DB00966,drug,Telmisartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,20319,DB13803,drug,Xipamide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,20319,DB13803,drug,Xipamide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14282,DB01029,drug,Irbesartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14282,DB01029,drug,Irbesartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15769,DB00177,drug,Valsartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15769,DB00177,drug,Valsartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15133,DB00960,drug,Pindolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15133,DB00960,drug,Pindolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14233,DB00774,drug,Hydroflumethiazide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14233,DB00774,drug,Hydroflumethiazide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,16788,DB00232,drug,Methyclothiazide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,16788,DB00232,drug,Methyclothiazide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,16210,DB00876,drug,Eprosartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,16210,DB00876,drug,Eprosartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14763,DB01021,drug,Trichlormethiazide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14763,DB01021,drug,Trichlormethiazide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15629,DB09230,drug,Azelnidipine,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15629,DB09230,drug,Azelnidipine,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14369,DB04861,drug,Nebivolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14369,DB04861,drug,Nebivolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14731,DB01388,drug,Mibefradil,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14731,DB01388,drug,Mibefradil,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14215,DB00678,drug,Losartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14215,DB00678,drug,Losartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,16697,DB08836,drug,Temocapril,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,16697,DB08836,drug,Temocapril,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15632,DB09235,drug,Efonidipine,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,15632,DB09235,drug,Efonidipine,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,20325,DB13284,drug,Meticrane,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,20325,DB13284,drug,Meticrane,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14965,DB00700,drug,Eplerenone,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14965,DB00700,drug,Eplerenone,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,16689,DB00691,drug,Moexipril,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,16689,DB00691,drug,Moexipril,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,14953,DB00528,drug,Lercanidipine,DrugBank,33577,5044,disease,hypertensive disorder,MONDO
indication,indication,14953,DB00528,drug,Lercanidipine,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,38121,5391,disease,restless legs syndrome,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,38121,5391,disease,restless legs syndrome,MONDO
indication,indication,14709,DB00996,drug,Gabapentin,DrugBank,38121,5391,disease,restless legs syndrome,MONDO
indication,indication,17559,DB08872,drug,Gabapentin enacarbil,DrugBank,38121,5391,disease,restless legs syndrome,MONDO
indication,indication,16842,DB00413,drug,Pramipexole,DrugBank,38121,5391,disease,restless legs syndrome,MONDO
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,28547,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,disease,Parkinson disease,MONDO_grouped
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,30093,9830,disease,parkinsonian-pyramidal syndrome,MONDO
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,31408,10482,disease,X-linked parkinsonism-spasticity syndrome,MONDO
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,28974,10709,disease,early-onset parkinsonism-intellectual disability syndrome,MONDO
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,28801,14231,disease,juvenile onset Parkinson disease 19A,MONDO
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,32759,17636,disease,hemiparkinsonism-hemiatrophy syndrome,MONDO
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,32974,18321,disease,atypical juvenile parkinsonism,MONDO
indication,indication,15193,DB05271,drug,Rotigotine,DrugBank,33241,18466,disease,hereditary late onset Parkinson disease,MONDO
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,28547,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,disease,Parkinson disease,MONDO_grouped
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,30093,9830,disease,parkinsonian-pyramidal syndrome,MONDO
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,31408,10482,disease,X-linked parkinsonism-spasticity syndrome,MONDO
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,28974,10709,disease,early-onset parkinsonism-intellectual disability syndrome,MONDO
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,28801,14231,disease,juvenile onset Parkinson disease 19A,MONDO
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,32759,17636,disease,hemiparkinsonism-hemiatrophy syndrome,MONDO
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,32974,18321,disease,atypical juvenile parkinsonism,MONDO
indication,indication,15812,DB11632,drug,Opicapone,DrugBank,33241,18466,disease,hereditary late onset Parkinson disease,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,28547,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,disease,Parkinson disease,MONDO_grouped
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,30093,9830,disease,parkinsonian-pyramidal syndrome,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,31408,10482,disease,X-linked parkinsonism-spasticity syndrome,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,28974,10709,disease,early-onset parkinsonism-intellectual disability syndrome,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,28801,14231,disease,juvenile onset Parkinson disease 19A,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,32759,17636,disease,hemiparkinsonism-hemiatrophy syndrome,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,32974,18321,disease,atypical juvenile parkinsonism,MONDO
indication,indication,15291,DB00268,drug,Ropinirole,DrugBank,33241,18466,disease,hereditary late onset Parkinson disease,MONDO
